X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Dolpp1,309.4484856,-0.325304461,0.167630838,-1.940600341,0.052306773,0.088929898,1
Dolk,428.776662,0.774609087,0.131180039,5.904931075,3.53E-09,1.25E-08,1
Dok7,6.140750141,0.73794092,0.914860362,0.806615906,0.419887807,0.538048623,1
Dok5,1.157703792,0.35663264,2.138670758,0.166754344,0.867563344,0.910764413,1
Dok4,92.20255608,-0.25009983,0.261481394,-0.956472757,0.338833442,0.452782861,1
Dok3,1187.779868,0.743831038,0.103303881,7.200417173,6.00E-13,2.69E-12,1
Dok2,127.1560198,-0.140121036,0.219563345,-0.638180461,0.523356215,0.637745266,1
Dok1,1187.448866,0.672654188,0.115057918,5.846222477,5.03E-09,1.76E-08,1
Dohh,719.0723213,1.144465326,0.129174252,8.859856419,8.01E-19,4.96E-18,1
Dock9,900.533727,-1.302692906,0.126282516,-10.31570282,5.98E-25,4.98E-24,1
Dock8,3400.008868,-2.289758668,0.095211684,-24.04913536,8.52E-128,4.13E-125,1
Dock7,595.2245101,-1.522534755,0.142009475,-10.72136032,8.08E-27,7.32E-26,1
Dock6,352.5416333,-2.660410229,0.170995957,-15.5583224,1.40E-54,4.06E-53,1
Dock5,114.6418108,-2.32806203,0.262545854,-8.867258773,7.50E-19,4.65E-18,1
Dock4,1671.741879,-2.08116536,0.11346203,-18.34239492,3.80E-75,2.55E-73,1
Dock3,10.43364475,-1.077341911,0.716207262,-1.504232041,0.132521631,0.204072649,1
Dock2,3064.116528,-1.498507361,0.093287085,-16.06339567,4.61E-58,1.51E-56,1
Dock11,999.7174783,-1.140582392,0.155959306,-7.313333332,2.61E-13,1.20E-12,1
Dock10,3433.706877,-1.31694049,0.112718978,-11.68339626,1.55E-31,1.77E-30,1
Dock1,456.462473,-1.606807052,0.164682253,-9.757014049,1.72E-22,1.28E-21,1
Doc2g,7.48254955,-0.321004232,0.831063643,-0.386257099,0.69930627,0.781706113,1
Doc2b,18.80737367,1.982554951,0.58969238,3.36201555,0.000773758,0.001746435,1
Doc2a,55.71554984,0.372027626,0.329338515,1.129620766,0.258636057,0.36281307,1
Dnttip2,792.5070508,0.312729686,0.132877087,2.353526056,0.018596305,0.034529309,1
Dnttip1,408.1646387,0.871920191,0.13853242,6.293979375,3.09E-10,1.17E-09,1
Dntt,1.549341969,3.349202538,2.15878304,1.551430818,0.120798475,0.187976427,1
Dnph1,20.86162621,1.673368537,0.509033007,3.287347803,0.001011358,0.002256312,1
Dnpep,735.2809055,1.123871113,0.11221524,10.01531618,1.31E-23,1.03E-22,1
Dnmt3l,1.439795668,-0.189559016,1.866893879,-0.101537114,0.919124097,0.950156665,1
Dnmt3b,40.50721075,-0.543907586,0.365642091,-1.48754096,0.136871993,0.209822871,1
Dnmt3a,946.399834,-2.307529668,0.111432721,-20.70782844,2.94E-95,4.90E-93,1
Dnmt1,498.2220193,-1.668143774,0.132284757,-12.61024935,1.85E-36,2.64E-35,1
Dnmbp,289.6686372,-1.99863417,0.211955811,-9.429485126,4.12E-21,2.88E-20,1
Dnm3os,0.25193828,-1.090612287,4.038886421,-0.270027966,0.787138738,0.853035219,1
Dnm3,53.69738682,-1.379494301,0.353029677,-3.907587355,9.32E-05,0.000231264,1
Dnm2,3602.636975,-1.045634646,0.109641259,-9.536871939,1.47E-21,1.05E-20,1
Dnm1l,590.1170542,-0.747870433,0.146650831,-5.099667219,3.40E-07,1.04E-06,1
Dnm1,4.594618539,-2.076975349,1.240121877,-1.674815506,0.093970436,0.150350925,1
Dnlz,453.5848689,0.829806732,0.137038775,6.055269609,1.40E-09,5.09E-09,1
Dner,30.14619713,0.249754512,0.510342094,0.489386463,0.624568118,0.72839098,1
Dnd1,23.83634055,0.339998819,0.519189955,0.654864016,0.51255531,0.627105195,1
Dnase2a,2151.730092,0.912404556,0.10890753,8.37779129,5.39E-17,3.06E-16,1
Dnase1l3,8.272520093,-0.841188339,0.809322936,-1.039372915,0.298631335,0.408814422,1
Dnase1l2,31.12290579,0.72053216,0.440658908,1.635124462,0.102022959,0.161710249,1
Dnase1l1,252.4708374,0.826302728,0.183878707,4.493737981,7.00E-06,1.92E-05,1
Dnali1,29.93276454,1.632869903,0.504977436,3.233550226,0.001222618,0.002696566,1
Dnal4,323.6583943,0.483264711,0.14577253,3.315197395,0.000915784,0.002050637,1
Dnal1,92.40687486,-1.264189604,0.253487463,-4.987187883,6.13E-07,1.83E-06,1
Dnajc9,294.2363368,1.094322599,0.15583444,7.022341156,2.18E-12,9.47E-12,1
Dnajc8,1734.231937,0.726666016,0.101271559,7.175420424,7.21E-13,3.22E-12,1
Dnajc7,2810.293785,0.521992847,0.092447586,5.646365354,1.64E-08,5.52E-08,1
Dnajc6,21.31102199,0.620361248,0.540743426,1.147237707,0.251283391,0.354432383,1
Dnajc5b,0.246122542,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Dnajc5,1873.90351,-0.604205687,0.094868048,-6.368906051,1.90E-10,7.30E-10,1
Dnajc4,136.8547867,1.166809853,0.207297069,5.628684769,1.82E-08,6.10E-08,1
Dnajc30,292.7020011,0.815274311,0.159687677,5.105430354,3.30E-07,1.01E-06,1
Dnajc3,2609.018679,-0.706765432,0.091205951,-7.749115325,9.25E-15,4.64E-14,1
Dnajc28,254.1077068,0.030312082,0.160637029,0.188699218,0.850328565,0.897567196,1
Dnajc27,144.8056222,-1.013908837,0.215927851,-4.695590825,2.66E-06,7.53E-06,1
Dnajc25,219.9365592,0.663947762,0.16655905,3.986260495,6.71E-05,0.000168263,1
Dnajc24,496.9145235,1.590732786,0.154305639,10.30897377,6.42E-25,5.34E-24,1
Dnajc22,1.146992034,1.822145058,2.340447688,0.778545518,0.436247483,0.554573486,1
Dnajc21,155.028281,0.099890122,0.20052546,0.498141842,0.618384071,0.722631776,1
Dnajc2,560.8937502,0.878778404,0.133866468,6.564589437,5.22E-11,2.06E-10,1
Dnajc19,636.0709187,1.943536451,0.140773336,13.80614048,2.34E-43,4.41E-42,1
Dnajc18,491.7176768,-0.631831755,0.130294999,-4.849240259,1.24E-06,3.63E-06,1
Dnajc17,132.7101189,0.88660433,0.221986682,3.993952808,6.50E-05,0.000163038,1
Dnajc16,548.6130416,-1.133584373,0.143617705,-7.893068451,2.95E-15,1.51E-14,1
Dnajc15,348.9435992,1.900363501,0.156471562,12.14510466,6.09E-34,7.79E-33,1
Dnajc14,1232.167311,-0.026226814,0.099335463,-0.264022669,0.791762451,0.855327721,1
Dnajc13,1051.105445,-1.387937893,0.118044516,-11.75774985,6.44E-32,7.46E-31,1
Dnajc12,206.7087263,1.677054736,0.181375105,9.246333641,2.32E-20,1.56E-19,1
Dnajc11,528.9355729,0.140691286,0.123473895,1.139441547,0.254519035,0.358133036,1
Dnajc10,1358.703727,0.147786334,0.112791062,1.310266359,0.190105744,0.278391973,1
Dnajc1,728.6177575,-0.754278112,0.111107234,-6.788739914,1.13E-11,4.67E-11,1
Dnajb9,1754.853621,0.759262606,0.111703674,6.797114007,1.07E-11,4.42E-11,1
Dnajb7,1.602532658,-1.356635387,1.811687503,-0.748824168,0.453963191,0.571147551,1
Dnajb6,2255.625091,0.646993405,0.102831766,6.291765963,3.14E-10,1.19E-09,1
Dnajb5,344.7729666,0.05515805,0.154181261,0.357748081,0.720531848,0.8005857,1
Dnajb4,349.3041403,0.526125204,0.146375823,3.594344983,0.000325209,0.000762414,1
Dnajb3,5.247888547,2.252914984,1.173117082,1.920451947,0.054800837,0.09285291,1
Dnajb2,415.3515444,0.409602374,0.142949817,2.865357816,0.004165383,0.008573767,1
Dnajb14,169.240987,-0.754592223,0.192408284,-3.921828149,8.79E-05,0.000218393,1
Dnajb13,25.88962419,1.664983715,0.473561279,3.515878064,0.000438302,0.001012996,1
Dnajb12,398.1846182,-0.262687033,0.150875559,-1.741084074,0.081668843,0.132806571,1
Dnajb11,1755.457777,0.214545271,0.095709131,2.241638475,0.024984747,0.045239252,1
Dnajb1,1425.225137,1.184580457,0.12564923,9.427677809,4.19E-21,2.92E-20,1
Dnaja4,294.2215801,0.524427878,0.153703107,3.411953659,0.000644991,0.001467704,1
Dnaja3,515.057925,-0.082899267,0.131662703,-0.629633637,0.528934311,0.643433746,1
Dnaja2,1440.159535,0.315304331,0.097447366,3.235637279,0.001213715,0.002678538,1
Dnaja1,2329.447737,1.00527663,0.107039592,9.391633606,5.91E-21,4.08E-20,1
Dnaic2,19.63057087,2.054153913,0.572230411,3.589732168,0.000331018,0.000774856,1
Dnaic1,15.01099793,1.481260361,0.597972285,2.47713882,0.013244038,0.025314176,1
Dnah9,29.04925134,0.490282262,0.409579083,1.197039309,0.231291233,0.330074296,1
Dnah8,19.51530807,-2.879049842,0.63941256,-4.502648247,6.71E-06,1.85E-05,1
Dnah7b,14.12746298,-0.194173296,0.598554346,-0.324403787,0.745632353,0.821455292,1
Dnah7a,2.099845492,3.821559099,2.172117406,1.759370413,0.078514614,0.128257918,1
Dnah6,45.62636924,0.280442333,0.382860046,0.732493076,0.463867667,0.581453444,1
Dnah5,12.13766386,-0.266009965,0.635234433,-0.418758731,0.675392469,0.761752215,1
Dnah2,23.87258434,-0.916069831,0.48076658,-1.905435754,0.056723451,0.095681711,1
Dnah17,10.35207997,-2.592691401,0.822490465,-3.152244933,0.001620203,0.003515273,1
Dnah11,14.81442594,-0.28540869,0.577527027,-0.494191054,0.621171257,0.724977471,1
Dnah10,7.804443314,-0.778484091,0.825083614,-0.943521454,0.345414247,0.459887408,1
Dnah1,4.274411477,-0.187037344,1.1631609,-0.160800921,0.8722502,0.914578646,1
Dnaaf5,236.6935637,-0.365073855,0.173449567,-2.104783896,0.035310124,0.062201381,1
Dnaaf3,90.41103283,0.045425062,0.264413049,0.171795841,0.863598035,0.907275118,1
Dnaaf2,120.312992,0.884237288,0.235000891,3.762697602,0.00016809,0.000406768,1
Dnaaf1,5.48446884,0.887241318,1.10264474,0.804648392,0.421022608,0.539217771,1
Dna2,80.44563587,-0.883709793,0.363226671,-2.432943019,0.014976658,0.02830073,1
Dmxl2,360.0377383,-0.927514229,0.160812614,-5.767670869,8.04E-09,2.77E-08,1
Dmxl1,824.0625966,-1.577526684,0.129021477,-12.22685343,2.23E-34,2.89E-33,1
Dmwd,111.8051898,-0.569039782,0.235352629,-2.417817827,0.015613892,0.029406654,1
Dmtn,103.9386019,-0.625910633,0.250403313,-2.499610036,0.012433008,0.02388776,1
Dmtf1,769.0252594,-0.390580277,0.134776987,-2.897974539,0.003755811,0.007774102,1
Dmrtc1a,0.965507436,-1.753728336,2.50828866,-0.699173251,0.484443765,0.601734256,1
Dmrtb1,99.31520977,0.713152025,0.286937613,2.48539053,0.012940938,0.024790683,1
Dmrta2,14.51061445,1.426494561,0.598771286,2.382369684,0.017201619,0.032136578,1
Dmrta1,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dmrt3,8.083111538,2.11923163,0.880639781,2.406468202,0.016107606,0.030232491,1
Dmrt2,0.26173032,-1.138489574,4.034642088,-0.28217858,0.777806582,0.847613089,1
Dmpk,50.21811308,-0.779407964,0.348623963,-2.235669505,0.025373428,0.045873276,1
Dmp1,10.10702676,-0.340290521,0.750078594,-0.453673153,0.650064093,0.751310114,1
Dmkn,23.40839777,2.814136206,0.52823509,5.327431397,9.96E-08,3.17E-07,1
Dmgdh,3.787601876,1.202539557,1.25964598,0.954664705,0.339747284,0.453825357,1
Dmd,102.668194,-1.062854401,0.273162669,-3.890921127,9.99E-05,0.000247199,1
Dmc1,6.889076047,-1.138790275,0.897457308,-1.268907462,0.204474071,0.296769815,1
Dmap1,314.3448369,0.871973365,0.15403697,5.660805735,1.51E-08,5.09E-08,1
Dlx6os1,8.224375466,1.282514606,0.827798309,1.549308076,0.121307679,0.188716896,1
Dlx4,1.11773303,1.016181317,2.320714942,0.437874251,0.661477442,0.760513087,1
Dlx3,1.476735249,4.370584136,2.504001096,1.745440185,0.080908276,0.131711688,1
Dlx2,3.826916061,-0.57325582,1.245225901,-0.460362911,0.645255752,0.747330606,1
Dlx1as,4.642759795,-0.948591556,1.174933548,-0.807357623,0.419460474,0.537663422,1
Dlx1,10.88746388,-0.490778991,0.673948784,-0.728214076,0.466482551,0.58391174,1
Dlst,1404.513619,-0.049621106,0.095142315,-0.521546134,0.601986377,0.70857738,1
Dll4,143.6834814,-1.219160046,0.211424057,-5.766420627,8.10E-09,2.79E-08,1
Dll3,0.591827613,-0.703971874,3.19868212,-0.220081849,0.825807411,0.88093391,1
Dll1,28.36695267,-1.199591741,0.449357348,-2.669571881,0.007594801,0.015105048,1
Dlk2,1.734385222,3.565876003,2.081018789,1.713524175,0.08661615,0.139946736,1
Dlk1,14.47009057,-1.208145819,0.692515744,-1.74457524,0.081058834,0.131931473,1
Dlgap5,38.20007285,-0.594629855,0.440117022,-1.351072157,0.176672319,0.261700788,1
Dlgap4,759.4992978,-0.663194104,0.114184367,-5.808098962,6.32E-09,2.20E-08,1
Dlgap3,3.817571963,-0.51529353,1.246053605,-0.413540419,0.679210715,0.764507713,1
Dlgap1,36.24496947,0.413636783,0.387858761,1.066462395,0.286214669,0.394754972,1
Dlg5,46.35874279,-2.033820268,0.392557348,-5.180950704,2.21E-07,6.84E-07,1
Dlg4,170.8497988,-1.0150486,0.239819561,-4.232551321,2.31E-05,6.05E-05,1
Dlg3,281.7357348,-0.249563394,0.157345495,-1.586085409,0.112719936,0.176750442,1
Dlg2,5.317828229,-1.358363187,1.098480266,-1.23658406,0.216241541,0.311557449,1
Dlg1,624.2959743,-0.697164245,0.129919938,-5.366106685,8.05E-08,2.58E-07,1
Dleu7,0.806078325,2.297742738,2.665683487,0.861971329,0.388703295,0.506892168,1
Dleu2,190.8334194,1.331348919,0.205375828,6.482500563,9.02E-11,3.52E-10,1
Dlec1,14.75853155,-0.563782788,0.621182015,-0.907596766,0.364091304,0.480033679,1
Dld,1721.656833,0.900531915,0.139706136,6.445900941,1.15E-10,4.46E-10,1
Dlc1,360.9789496,-1.432644586,0.153760802,-9.317358948,1.19E-20,8.12E-20,1
Dlat,468.7266553,0.203248188,0.127046225,1.599797141,0.109643593,0.172468386,1
Dkk3,45.62554231,0.683578836,0.339803666,2.011687643,0.044252874,0.076524916,1
Dkk2,13.35695662,-3.212175046,0.850573773,-3.77648024,0.00015906,0.00038552,1
Dkk1,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dkc1,273.6963741,0.269481637,0.167844113,1.605547146,0.108373447,0.170707793,1
Dixdc1,75.79368978,-0.725854028,0.302773811,-2.397347463,0.016514255,0.030954653,1
Disp2,2.115125948,0.432503729,1.630764289,0.265215354,0.790843567,0.854600907,1
Disp1,152.308348,-0.728299235,0.196961228,-3.697678179,0.00021758,0.000520372,1
Disc1,112.3950372,-2.035824754,0.247581921,-8.22283285,1.99E-16,1.09E-15,1
Dis3l2,350.1746872,-0.192517688,0.141744761,-1.358199668,0.174400336,0.258877644,1
Dis3l,255.4308524,-0.577594716,0.173087428,-3.33701138,0.000846845,0.001903293,1
Dis3,168.6456892,-0.488837905,0.187922684,-2.601271403,0.009287894,0.018197282,1
Dirc2,1418.309278,1.13918671,0.102645602,11.09825156,1.28E-28,1.27E-27,1
Diras2,7.212407823,0.376791549,0.950053518,0.39660034,0.691662202,0.775464043,1
Diras1,0.894423287,-2.915808253,2.442438644,-1.193810236,0.232552207,0.331622847,1
Dip2c,229.8944465,-1.359616626,0.171381828,-7.933260172,2.13E-15,1.10E-14,1
Dip2b,1724.345332,-1.752883116,0.097632609,-17.95386944,4.48E-72,2.64E-70,1
Dip2a,323.4514314,-1.376503736,0.168644924,-8.162141502,3.29E-16,1.78E-15,1
Dio3os,0.216993322,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Dio3,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dio2,29.34886118,-0.098116644,0.432862061,-0.226669539,0.820680715,0.87681305,1
Dimt1,240.9984515,0.912172879,0.16728537,5.452795304,4.96E-08,1.61E-07,1
Diexf,275.5140765,-0.573014793,0.166395921,-3.443682929,0.000573848,0.00131215,1
Dido1,814.6906047,-1.956568919,0.117446917,-16.65917653,2.60E-62,1.02E-60,1
Dicer1,565.672241,-2.011987216,0.134260529,-14.98569409,9.11E-51,2.34E-49,1
Diap3,15.87448229,-1.088922152,0.633894345,-1.717829099,0.085827792,0.138841241,1
Diap2,744.3613662,-1.81049357,0.123978006,-14.60334477,2.67E-48,6.21E-47,1
Diap1,675.091987,-1.315394754,0.131757162,-9.983478184,1.80E-23,1.41E-22,1
Diablo,943.2838623,1.040110826,0.130389513,7.976951561,1.50E-15,7.81E-15,1
Dhx9,1778.122121,-0.269888168,0.107507761,-2.510406368,0.01205923,0.023219559,1
Dhx8,489.9563846,-1.098920339,0.141557083,-7.763089726,8.29E-15,4.16E-14,1
Dhx58,285.7706847,0.307116691,0.163886672,1.873957698,0.060936256,0.102107938,1
Dhx57,452.4761276,-0.875512464,0.12908807,-6.782287972,1.18E-11,4.88E-11,1
Dhx40,394.2741759,0.168533977,0.169623344,0.993577729,0.320428491,0.43296114,1
Dhx38,655.4583313,-0.691262255,0.131079327,-5.273617655,1.34E-07,4.21E-07,1
Dhx37,192.934368,-1.620637067,0.193138831,-8.391047287,4.82E-17,2.74E-16,1
Dhx36,437.792868,-0.740702175,0.153160697,-4.8361113,1.32E-06,3.87E-06,1
Dhx35,233.9191816,-0.722082256,0.178654002,-4.041791657,5.30E-05,0.000134221,1
Dhx34,541.6729978,-1.005025904,0.131457912,-7.64522945,2.09E-14,1.02E-13,1
Dhx33,466.2302283,-1.091197301,0.134378542,-8.120324003,4.65E-16,2.49E-15,1
Dhx32,441.0087974,-0.329862854,0.137201569,-2.404220705,0.016206985,0.030408927,1
Dhx30,752.5861011,-0.540746275,0.123516964,-4.377910993,1.20E-05,3.23E-05,1
Dhx29,270.396877,-0.486348109,0.163713166,-2.970733032,0.002970899,0.006239991,1
Dhx16,494.9217774,-0.541775312,0.124374969,-4.355983501,1.32E-05,3.56E-05,1
Dhx15,2011.679679,0.113312566,0.115569759,0.980469,0.326854665,0.439788354,1
Dhtkd1,20.10569512,-0.549448949,0.502396239,-1.093656572,0.274105628,0.380830668,1
Dhrs9,58.50551507,1.005071362,0.30669766,3.277075416,0.001048883,0.002334811,1
Dhrs7b,1333.327878,1.528140812,0.118297035,12.9178285,3.57E-38,5.48E-37,1
Dhrs7,915.5753221,0.886893754,0.110246313,8.0446568,8.65E-16,4.56E-15,1
Dhrs4,245.7799957,1.190635712,0.172379927,6.907043846,4.95E-12,2.09E-11,1
Dhrs3,2221.462929,0.551218311,0.102412139,5.382353288,7.35E-08,2.36E-07,1
Dhrs13,28.05610738,1.601402377,0.450663987,3.553428767,0.000380244,0.000884959,1
Dhrs11,116.3865562,0.473890073,0.217919567,2.17461002,0.029659353,0.052939512,1
Dhrs1,571.3644097,0.679413652,0.144880078,4.689489817,2.74E-06,7.75E-06,1
Dhps,362.9355911,1.260001338,0.149560305,8.424704274,3.62E-17,2.06E-16,1
Dhodh,242.5542869,0.808468657,0.167284264,4.83290321,1.35E-06,3.92E-06,1
Dhh,21.7069276,0.392747534,0.524769328,0.748419379,0.454207237,0.571412233,1
Dhfr,69.57474343,1.043662447,0.308378224,3.384358443,0.000713448,0.001615467,1
Dhdh,142.5884372,-0.573314267,0.208048026,-2.755682321,0.005856985,0.011833202,1
Dhdds,470.3991924,0.22818576,0.127070213,1.79574548,0.072535005,0.119548565,1
Dhcr7,351.0877242,-0.15366292,0.146615932,-1.048064273,0.294608995,0.403992345,1
Dhcr24,132.1571056,-1.132562673,0.220693969,-5.131824306,2.87E-07,8.81E-07,1
Dguok,538.7841462,1.160969518,0.128754472,9.01692581,1.93E-19,1.24E-18,1
Dgkz,1821.215207,-0.555442165,0.099665672,-5.573053911,2.50E-08,8.30E-08,1
Dgkq,202.1528079,-1.022738288,0.181569314,-5.632770564,1.77E-08,5.96E-08,1
Dgki,2.111514553,-0.328292606,1.584092726,-0.207243301,0.835819852,0.888542891,1
Dgkh,37.30725557,-2.668634886,0.485947017,-5.491616974,3.98E-08,1.30E-07,1
Dgkg,50.98795778,-1.368535245,0.345570368,-3.960221622,7.49E-05,0.000186909,1
Dgkeos,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dgke,102.8076589,-1.117101649,0.244919468,-4.561097814,5.09E-06,1.41E-05,1
Dgkd,2333.747919,-1.431137363,0.096541529,-14.8240594,1.02E-49,2.55E-48,1
Dgkb,41.92010354,-1.242600554,0.397475409,-3.126232528,0.001770615,0.003825962,1
Dgka,341.2745121,0.123187984,0.139597197,0.882453132,0.377531814,0.494717969,1
Dgcr8,291.2855676,-0.430802082,0.15345112,-2.807422206,0.004993974,0.010186627,1
Dgcr6,352.3822006,1.706827792,0.146405409,11.65822905,2.08E-31,2.37E-30,1
Dgcr2,1356.738032,-0.535657544,0.118481338,-4.52102882,6.15E-06,1.70E-05,1
Dgcr14,367.6844989,0.112558229,0.141379052,0.796145029,0.425947744,0.544129407,1
Dgat2,122.6868424,0.525644698,0.23746781,2.213540853,0.02686038,0.048319643,1
Dgat1,488.699941,0.86850908,0.128666621,6.750072966,1.48E-11,6.04E-11,1
Dfnb59,0.989281528,1.506875821,2.489442633,0.605306506,0.54497536,0.658697873,1
Dfna5,105.6599013,0.185893686,0.253740258,0.732614081,0.463793841,0.581405158,1
Dffb,98.04563098,0.342623053,0.239423491,1.431033569,0.152420594,0.230199007,1
Dffa,231.4934632,0.157757455,0.1704183,0.925707244,0.354598142,0.469816931,1
Dexi,249.3542457,0.73729508,0.179414356,4.109454209,3.97E-05,0.000101487,1
Det1,234.4720133,0.695372328,0.165234775,4.208389726,2.57E-05,6.70E-05,1
Desi2,394.9985353,-0.18247264,0.156998041,-1.162260616,0.245129619,0.347137414,1
Desi1,331.1690122,-0.297618625,0.146443595,-2.032308923,0.042122392,0.073146333,1
Des,154.4264782,0.422316623,0.196297801,2.151407816,0.031444025,0.055891302,1
Derl3,16.97632253,0.552516874,0.561335708,0.984289555,0.324973164,0.437742643,1
Derl2,1391.760221,0.910220278,0.117621499,7.738553612,1.01E-14,5.02E-14,1
Derl1,4592.957033,0.503786156,0.086007713,5.857453233,4.70E-09,1.65E-08,1
Dera,289.9097554,1.084219405,0.172235304,6.294989359,3.07E-10,1.16E-09,1
Deptor,183.7657777,-1.027797488,0.245602666,-4.18479776,2.85E-05,7.41E-05,1
Depdc7,273.2089631,1.389894899,0.179874778,7.727013845,1.10E-14,5.48E-14,1
Depdc5,374.6385044,-0.918114685,0.148030064,-6.202217717,5.57E-10,2.07E-09,1
Depdc1b,23.13183742,-0.68173384,0.470074466,-1.450267752,0.146983868,0.223498183,1
Depdc1a,29.47950266,0.107086728,0.424061311,0.252526521,0.800634117,0.861717504,1
Denr,664.8549023,0.758320945,0.125223603,6.055734932,1.40E-09,5.08E-09,1
Dennd6b,63.91701553,-0.951982062,0.310340805,-3.067537518,0.002158304,0.004612008,1
Dennd6a,859.9521852,-0.712802797,0.107748411,-6.615436768,3.70E-11,1.48E-10,1
Dennd5b,44.58665477,-1.721120087,0.390787353,-4.40423692,1.06E-05,2.88E-05,1
Dennd5a,2677.826819,-0.742869961,0.087574915,-8.482679747,2.20E-17,1.27E-16,1
Dennd4c,530.3101341,-1.172891803,0.126200065,-9.293908041,1.49E-20,1.01E-19,1
Dennd4b,869.8612294,-1.83351082,0.123900862,-14.79820874,1.50E-49,3.70E-48,1
Dennd4a,2392.811006,-1.35277118,0.135775976,-9.963258778,2.21E-23,1.72E-22,1
Dennd3,233.8780861,-1.044687376,0.194730419,-5.364787804,8.10E-08,2.59E-07,1
Dennd2d,43.91411642,-0.318676152,0.34506338,-0.92352933,0.355731423,0.47086406,1
Dennd2c,296.0962516,-1.785144066,0.176797141,-10.097132,5.69E-24,4.54E-23,1
Dennd2a,140.9816469,-0.981382021,0.22473941,-4.366755351,1.26E-05,3.39E-05,1
