X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Egr4,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Egr3,52.54534656,-5.307844753,0.656837449,-8.080910674,6.43E-16,3.42E-15,1
Egr2,156.8867332,-2.029637005,0.229251181,-8.853332836,8.49E-19,5.25E-18,1
Egr1,4307.302594,-1.749630058,0.128230139,-13.6444526,2.18E-42,3.94E-41,1
Egln3,35.22453538,0.616755933,0.381676562,1.615912515,0.106113229,0.167473972,1
Egln2,1001.857183,0.610962999,0.103507057,5.902621711,3.58E-09,1.26E-08,1
Egln1,623.6333526,-0.3204954,0.122850079,-2.608833493,0.009085144,0.017820617,1
Egfr,47.05494952,0.071422738,0.377677013,0.189110629,0.850006111,0.897389224,1
Egflam,62.45389885,-0.905144803,0.307569721,-2.942893082,0.003251607,0.006794265,1
Egfl8,245.9232246,1.055463596,0.171478766,6.155068779,7.50E-10,2.77E-09,1
Egfl7,798.5081935,0.707438519,0.131694086,5.371832096,7.79E-08,2.50E-07,1
Egfl6,1.451305943,-1.234345566,2.127955811,-0.580061653,0.561873042,0.673224188,1
Egfem1,1.314916103,2.029091295,2.234702595,0.907991649,0.363882634,0.479907692,1
Egf,12.82700019,-0.521151367,0.67996091,-0.766443129,0.443412679,0.561034561,1
Eftud2,808.3810065,0.07808964,0.109783928,0.711303027,0.476896476,0.594491707,1
Eftud1,232.8941174,-0.349051488,0.1675176,-2.083670542,0.037190146,0.06524904,1
Efs,40.05475096,0.540378134,0.388266523,1.391771121,0.163991718,0.245358674,1
Efr3b,416.2467394,-2.634325129,0.163659986,-16.09632994,2.71E-58,8.90E-57,1
Efr3a,798.3568475,-0.93574231,0.116239422,-8.05012874,8.27E-16,4.37E-15,1
Efnb3,37.73898439,0.114371144,0.37837041,0.302272962,0.762443988,0.835934939,1
Efnb2,208.375603,-1.064680667,0.191069565,-5.572214846,2.52E-08,8.33E-08,1
Efnb1,527.8718056,-0.587746926,0.133104683,-4.415674302,1.01E-05,2.74E-05,1
Efna5,13.89660829,-2.417119597,0.798661003,-3.02646503,0.002474314,0.005253546,1
Efna4,12.79104493,0.949758763,0.672274434,1.412754546,0.157727907,0.23713681,1
Efna3,2.131980766,0.408148963,1.831226242,0.222882871,0.823626668,0.87916021,1
Efna2,2.544372162,-0.326823516,1.419068966,-0.230308409,0.817852127,0.874701817,1
Efna1,116.3260445,0.004903021,0.228323241,0.021474033,0.982867517,0.987522623,1
Efhd2,9407.912039,0.223488481,0.090423235,2.471582447,0.013451653,0.025664756,1
Efhd1,27.1425577,-0.070648652,0.465322345,-0.151827335,0.879323122,0.919652535,1
Efhc2,18.87764081,0.934123178,0.53791854,1.73655137,0.08246639,0.133939812,1
Efhc1,19.2707339,0.08745621,0.546876905,0.15991937,0.87294459,0.915049872,1
Efhb,1.948633446,0.244220593,1.630870271,0.149748633,0.880962938,0.921014108,1
Efemp2,193.0173414,0.4170792,0.184877264,2.255978867,0.024071955,0.043734626,1
Efemp1,32.75912227,0.630776382,0.500357388,1.260651681,0.20743437,0.300500955,1
Efcc1,3.290708935,0.383392574,1.334996458,0.287186211,0.773969744,0.845295098,1
Efcab9,0.435102024,-0.119538468,3.59639638,-0.033238402,0.973484475,0.980940804,1
Efcab7,29.76701487,1.015023082,0.48447999,2.095077409,0.036164112,0.063600118,1
Efcab6,5.260144322,-0.947278926,1.087025424,-0.871441372,0.383513205,0.501240092,1
Efcab2,55.47911173,1.094347032,0.30774995,3.555961691,0.000376599,0.000876957,1
Efcab14,536.8532731,-0.890191078,0.123796959,-7.190734632,6.44E-13,2.89E-12,1
Efcab12,13.76103412,0.934099266,0.648671434,1.440019117,0.14986199,0.227163848,1
Efcab11,8.27025205,0.393977415,0.770463827,0.511350957,0.60910533,0.714976245,1
Efcab10,21.09002744,3.437016911,0.648252564,5.301971947,1.15E-07,3.62E-07,1
Efcab1,28.6167274,1.839673201,0.439579237,4.185077563,2.85E-05,7.41E-05,1
Eepd1,284.9091039,0.147207643,0.152343181,0.966289672,0.333899252,0.447175206,1
Eefsec,317.6446067,-0.238997229,0.193909959,-1.232516528,0.217756197,0.313526802,1
Eef2kmt,317.4362558,0.981156269,0.147562529,6.649088192,2.95E-11,1.18E-10,1
Eef2k,2798.244871,-0.092703294,0.095459961,-0.971122273,0.331487394,0.445104245,1
Eef2,20018.90079,0.472763788,0.092284541,5.122892552,3.01E-07,9.23E-07,1
Eef1g,3290.243771,1.233000218,0.104839007,11.76089181,6.21E-32,7.20E-31,1
Eef1e1,504.7806814,1.756788255,0.139736778,12.57212515,3.01E-36,4.25E-35,1
Eef1d,1684.167531,1.363155387,0.095325109,14.30006633,2.19E-46,4.63E-45,1
Eef1b2,5779.493079,1.906540649,0.100851039,18.90452155,1.05E-79,8.34E-78,1
Eef1a2,4.908945688,0.676498537,1.029468221,0.657133968,0.511094779,0.62549863,1
Eef1a1,82580.31715,1.229499199,0.076330413,16.10759255,2.26E-58,7.45E-57,1
Eed,938.3446544,1.107216358,0.137337377,8.062017657,7.50E-16,3.97E-15,1
Eea1,457.8375284,-1.26689519,0.151253714,-8.375960846,5.48E-17,3.10E-16,1
Edrf1,212.6902468,-0.8302317,0.196910543,-4.21628871,2.48E-05,6.48E-05,1
Ednrb,259.647223,-0.296959361,0.178461427,-1.663997453,0.096112938,0.153417295,1
Ednra,75.81567033,-0.507166901,0.27697468,-1.831094821,0.067086391,0.111456011,1
Edn3,366.1720819,-0.154656154,0.14955177,-1.034131221,0.301074822,0.41169453,1
Edn1,397.871729,-0.163294031,0.145678629,-1.120919607,0.262322084,0.367164379,1
Edil3,39.20248498,0.644456987,0.360083149,1.789744919,0.073494928,0.120802171,1
Edf1,1074.031957,1.410821235,0.119607682,11.79540653,4.12E-32,4.83E-31,1
Edem3,901.6055908,-1.134781234,0.127793433,-8.879808642,6.70E-19,4.16E-18,1
Edem2,3467.756855,1.032773766,0.100147777,10.31249818,6.19E-25,5.15E-24,1
Edem1,4604.479988,-0.920377639,0.086831138,-10.59962657,2.99E-26,2.64E-25,1
Edc4,567.2098886,-1.100575637,0.124410923,-8.846294259,9.05E-19,5.59E-18,1
Edc3,506.9280731,0.067751799,0.127264098,0.532371662,0.594468608,0.701893476,1
Edaradd,2.485654986,-0.140031298,1.613698384,-0.086776624,0.930849069,0.958931623,1
Edar,1.975648715,-0.898976382,1.627936855,-0.552218214,0.580798857,0.689330541,1
Eda2r,2.401770869,0.423011041,1.50169331,0.281689369,0.778181707,0.847805486,1
Eda,5.143447918,0.743791822,1.028173735,0.723410643,0.469427635,0.587035324,1
Ect2l,1.632790912,-0.344094951,1.848183756,-0.186180054,0.852303565,0.898946819,1
Ect2,48.12329656,-0.84555052,0.340386377,-2.484090363,0.012988285,0.024870154,1
Ecsit,151.0100334,0.524557239,0.204687835,2.5627182,0.010385631,0.020180277,1
Ecscr,2081.115209,1.15988694,0.105765644,10.96657567,5.53E-28,5.36E-27,1
Ecm2,153.4221956,-0.609131022,0.20969377,-2.904859884,0.003674175,0.007619065,1
Ecm1,135.8136126,-0.897081645,0.237951033,-3.770026271,0.00016323,0.000395401,1
Eci3,4.225135025,1.068505709,1.272862574,0.83945096,0.401216298,0.518784136,1
Eci2,1334.517574,1.821641451,0.112122231,16.24692475,2.35E-59,8.05E-58,1
Eci1,525.1999569,1.825074274,0.128997343,14.14815399,1.92E-45,3.92E-44,1
Echs1,1370.470398,1.407643295,0.095001946,14.81699432,1.14E-49,2.83E-48,1
Echdc3,13.66267346,1.483213587,0.695243134,2.133373944,0.032894063,0.058265853,1
Echdc2,5.221843929,1.251625391,1.026778142,1.218983284,0.222850537,0.319722416,1
Echdc1,150.2820152,0.391988893,0.212064309,1.848443496,0.064538211,0.107600963,1
Ech1,2091.350584,1.543821695,0.094185247,16.39133244,2.21E-60,8.00E-59,1
Ecel1,1.023071646,2.701685568,2.464547577,1.096219685,0.272982647,0.379581197,1
Ece2,126.0745987,1.510621109,0.221716446,6.813302021,9.54E-12,3.97E-11,1
Ece1,708.9472602,-1.537195534,0.147090273,-10.4506947,1.45E-25,1.25E-24,1
Ecd,402.6433053,0.236752545,0.140910344,1.680164412,0.092925331,0.148813431,1
Ebpl,540.9216737,2.086779536,0.130863771,15.94619749,3.03E-57,9.62E-56,1
Ebp,927.0772026,1.089249587,0.133526941,8.15752668,3.42E-16,1.85E-15,1
Ebna1bp2,703.6654174,1.077163744,0.11452566,9.405435819,5.18E-21,3.59E-20,1
Ebi3,361.2059422,-0.644386733,0.186908341,-3.447608223,0.000565574,0.001293753,1
Ebf4,5.59732155,-0.650148619,0.987113155,-0.658636364,0.510129306,0.624677426,1
Ebf3,398.7258272,-0.905880328,0.163158325,-5.552155123,2.82E-08,9.31E-08,1
Ebf2,1.399403383,0.338289473,1.955750045,0.172971732,0.862673647,0.9064162,1
Ebf1,148.8541032,-1.453291373,0.217884004,-6.67002325,2.56E-11,1.03E-10,1
Ebag9,405.2088438,0.881266988,0.166205546,5.302271842,1.14E-07,3.62E-07,1
Ears2,150.0902808,0.238211719,0.225480248,1.056463794,0.290756374,0.399678148,1
Ear6,44.05604413,1.078423246,0.398197334,2.708263351,0.006763633,0.01354083,1
Ear2,356.9588846,0.488122319,0.182767376,2.670730033,0.007568649,0.015056564,1
Ear1,82.50037367,1.085588695,0.266093358,4.079728649,4.51E-05,0.000114825,1
Eapp,575.690387,1.462433082,0.153374874,9.535023841,1.50E-21,1.07E-20,1
Eaf2,2.573306332,1.231971029,1.579217561,0.780114824,0.435323292,0.553564483,1
Eaf1,799.6968833,-0.571316732,0.11700082,-4.883014765,1.04E-06,3.07E-06,1
E530011L22Rik,8.732866522,0.868464325,0.786436259,1.104303514,0.269461499,0.375670016,1
E4f1,405.3782463,0.132153527,0.146231726,0.903726785,0.366140293,0.482397866,1
E430025E21Rik,506.4514504,-0.837416745,0.126385783,-6.625877713,3.45E-11,1.38E-10,1
E430018J23Rik,76.09069,0.553961888,0.266247271,2.08062936,0.037467844,0.065695504,1
E330033B04Rik,4.39407567,-2.070668252,1.215161018,-1.704027878,0.088375879,0.14240667,1
E330020D12Rik,12.41868938,-0.376205622,0.689345416,-0.54574327,0.585242424,0.693005106,1
E330017L17Rik,2.126363516,1.663370321,1.691625814,0.983296842,0.325461364,0.438261113,1
E330013P04Rik,0.433986643,2.626668995,3.901392682,0.673264449,0.500779066,0.615556971,1
E330012B07Rik,0.55563749,3.011991367,3.523498934,0.854829652,0.39264546,0.509994345,1
E330009J07Rik,17.4182084,-1.572738594,0.576853806,-2.726407589,0.006402788,0.01285481,1
E2f8,33.42822437,-2.897668634,0.508915106,-5.693815334,1.24E-08,4.22E-08,1
E2f7,7.491682895,-2.923698001,1.038371721,-2.81565642,0.004867769,0.009944735,1
E2f6,186.4242614,0.100800204,0.193212338,0.521706871,0.60187444,0.708546832,1
E2f5,204.8981994,0.962180289,0.188372461,5.107860683,3.26E-07,9.97E-07,1
E2f4,488.613839,-0.213344367,0.160214368,-1.331618189,0.182985685,0.269827966,1
E2f3,475.9303227,-1.336200927,0.156858529,-8.518509843,1.62E-17,9.36E-17,1
E2f2,166.30961,-1.252988312,0.2074914,-6.038748155,1.55E-09,5.62E-09,1
E2f1,56.62928601,0.055597034,0.308788322,0.180049018,0.857114086,0.902138623,1
E230029C05Rik,206.0601208,1.178003215,0.183728088,6.411666433,1.44E-10,5.56E-10,1
E230016M11Rik,3.063132445,-0.789325578,1.34219994,-0.588083455,0.556476278,0.6682204,1
E230016K23Rik,4.493257274,-0.920223065,1.128315975,-0.815572132,0.414744894,0.533108808,1
E230013L22Rik,62.52129807,0.439603692,0.289030581,1.520959098,0.128270102,0.198149636,1
E130317F20Rik,35.99187416,-0.202734753,0.392342216,-0.516729388,0.605345078,0.711738109,1
E130311K13Rik,130.49321,0.793999916,0.215739237,3.680368618,0.000232897,0.000555048,1
E130309D14Rik,1.372122552,-2.321940031,2.07633965,-1.118285262,0.263445179,0.368523585,1
E130309D02Rik,434.6764763,0.474489079,0.158575263,2.992201122,0.002769737,0.005846419,1
E130308A19Rik,98.95669576,-1.239348265,0.245597891,-5.046249633,4.51E-07,1.36E-06,1
E130307A14Rik,67.15645059,0.271767564,0.305726878,0.888922708,0.37404462,0.491248356,1
E130218I03Rik,1.910721892,4.743874441,2.121684749,2.235899769,0.025358337,0.045850878,1
E130215H24Rik,14.27651478,0.642691553,0.590566774,1.088262295,0.276479331,0.383563371,1
E130114P18Rik,5.86535512,3.005806968,1.144542712,2.626207774,0.00863421,0.017002921,1
E130112N10Rik,5.320714957,-1.579630625,1.076582752,-1.467263545,0.142304376,0.217165152,1
E130102H24Rik,26.49326147,1.439778433,0.451396687,3.189607884,0.00142466,0.00311588,1
E130018N17Rik,0.249889528,-1.080383082,4.039811055,-0.267434063,0.789134976,0.853293117,1
E130012A19Rik,61.97613112,-0.30304396,0.299458942,-1.01197165,0.311551609,0.423088929,1
E130008D07Rik,3.063229957,4.430139531,1.676367227,2.642702302,0.008224731,0.016258814,1
E130006D01Rik,0.955360946,3.74179521,2.65671517,1.408429196,0.159004019,0.238695905,1
E030030I06Rik,3.711960874,0.079639582,1.28725505,0.061867756,0.950668145,0.973384727,1
E030024N20Rik,2.49867418,-3.306548367,1.740851209,-1.899385972,0.057513747,0.096793514,1
E030019B13Rik,1.059514049,0.186007522,2.555413769,0.072789591,0.941973555,0.967865423,1
E030013I19Rik,0.25193828,-1.090612287,4.038886421,-0.270027966,0.787138738,0.853035219,1
E030011O05Rik,2.397936809,-0.821610453,1.628086892,-0.504647791,0.613806237,0.718407286,1
E030003E18Rik,0.867973286,3.626785921,2.982749869,1.215920235,0.224015309,0.320851026,1
E030002O03Rik,2.90823233,-3.542673656,1.680178388,-2.10851043,0.034986862,0.061683153,1
Dzip3,250.5375002,-0.817077553,0.175006153,-4.668850436,3.03E-06,8.55E-06,1
Dzip1l,23.22121327,-0.544251961,0.487634538,-1.116106262,0.264376652,0.369655173,1
Dzip1,22.83144472,-0.827388442,0.55410005,-1.493211274,0.135381892,0.207962173,1
Dzank1,33.63434656,-0.382491345,0.390144654,-0.980383408,0.326896897,0.439810309,1
Dyx1c1,18.90335549,1.148721088,0.533468748,2.153305308,0.031294692,0.055654983,1
Dysf,75.5290351,-1.806774042,0.304170099,-5.94001201,2.85E-09,1.02E-08,1
Dyrk4,122.7380451,0.245432806,0.27325595,0.898179182,0.36909003,0.485492707,1
Dyrk3,17.49103883,1.603026642,0.5524779,2.901521747,0.00371355,0.007696014,1
Dyrk2,404.4343619,-1.025197792,0.163920483,-6.254238459,3.99E-10,1.50E-09,1
Dyrk1b,184.0950336,-0.742488773,0.227075258,-3.269791603,0.001076267,0.002391064,1
Dyrk1a,799.079906,-1.178702367,0.12158922,-9.694135472,3.19E-22,2.36E-21,1
Dynlt3,1329.749863,0.633936214,0.120351346,5.2673795,1.38E-07,4.35E-07,1
Dynlt1f,113.1483445,1.298730205,0.276589328,4.695518124,2.66E-06,7.54E-06,1
Dynlt1c,1252.822223,1.88706877,0.123815424,15.24098295,1.89E-52,5.13E-51,1
Dynlt1b,521.9490947,1.963478589,0.158662757,12.37517,3.56E-35,4.77E-34,1
Dynlt1a,82.49398487,1.266201139,0.261357391,4.844711437,1.27E-06,3.71E-06,1
Dynlrb2,46.8821825,3.599348633,0.457766762,7.862843993,3.76E-15,1.92E-14,1
Dynlrb1,1745.389627,1.550235037,0.111964721,13.84574549,1.35E-43,2.56E-42,1
Dynll2,1278.775953,0.042963338,0.106410692,0.403750194,0.686396425,0.770709979,1
Dynll1,1976.396985,2.031323737,0.105539612,19.24702684,1.50E-82,1.38E-80,1
Dync2li1,61.0077856,1.167896077,0.308381292,3.787181997,0.000152365,0.000369981,1
Dync2h1,81.14193658,-0.70726801,0.288077307,-2.455132678,0.01408326,0.026731574,1
Dync1li2,926.5511225,-0.746521842,0.107807102,-6.924607284,4.37E-12,1.86E-11,1
Dync1li1,486.601189,-0.156486035,0.13964724,-1.120580937,0.262466283,0.367335914,1
Dync1i2,2066.392203,0.207151294,0.100869526,2.053655869,0.040009011,0.069790618,1
Dync1i1,13.79830945,0.32047248,0.622458932,0.514849195,0.606658405,0.712811565,1
Dync1h1,3281.624786,-2.490090331,0.094044521,-26.47778203,1.75E-154,1.85E-151,1
Dym,319.9647797,-0.291082581,0.151067917,-1.92683256,0.0540005,0.091607606,1
Dydc2,5.547597123,2.377487579,1.028741074,2.311065086,0.02082926,0.038310759,1
Dydc1,0.25193828,-1.090612287,4.038886421,-0.270027966,0.787138738,0.853035219,1
Dxo,152.4436028,-0.02626725,0.208958782,-0.125705412,0.899965118,0.935864462,1
Dvl3,157.8319143,-2.047529101,0.216642731,-9.451178409,3.35E-21,2.35E-20,1
Dvl2,253.946054,-0.353360187,0.171269957,-2.063176714,0.039095842,0.06832412,1
Dvl1,739.9209007,-0.252495352,0.115425196,-2.187523694,0.028704315,0.051403675,1
Duxbl3,0.216993322,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Duxbl2,0.216993322,1.716366415,4.080472857,0.420629294,0.6740258,0.761121288,1
Duxbl1,0.316077656,0.754585752,4.070635415,0.185372964,0.852936513,0.898946819,1
Dut,123.4944296,1.193501417,0.215936758,5.527087777,3.26E-08,1.07E-07,1
Dusp9,5.889458357,-0.061842886,1.090425655,-0.056714446,0.954772667,0.973384727,1
Dusp8,77.25944044,-1.180679698,0.333545886,-3.539781928,0.000400458,0.000930218,1
Dusp7,1987.181939,-1.256847124,0.115747715,-10.85850489,1.82E-27,1.71E-26,1
Dusp6,7245.554184,0.054833862,0.087309851,0.628037522,0.52997936,0.644058698,1
Dusp5,25.15503021,-1.557092799,0.510408163,-3.050681617,0.002283225,0.004865472,1
Dusp4,6.436767646,-1.377780654,0.974275495,-1.414159199,0.157315165,0.236666846,1
Dusp3,862.4725531,-0.528401138,0.111300661,-4.747511237,2.06E-06,5.89E-06,1
Dusp28,148.0115414,1.666483617,0.212986869,7.824349106,5.10E-15,2.59E-14,1
Dusp27,141.7015484,-1.473352897,0.236150634,-6.239038513,4.40E-10,1.65E-09,1
Dusp26,21.7580641,1.908786052,0.521777074,3.65824055,0.000253953,0.000603026,1
Dusp23,46.64782589,-0.181499882,0.378692288,-0.479280639,0.631738994,0.734834987,1
Dusp22,393.4514735,-0.29068384,0.156353985,-1.859139307,0.063007395,0.105277001,1
Dusp2,92.01152853,-0.323925063,0.278668453,-1.162403064,0.245071779,0.347084467,1
Dusp19,66.34628926,1.097171363,0.287604069,3.814867314,0.000136256,0.000332337,1
Dusp18,50.56001391,-1.323451639,0.378201972,-3.499325059,0.000466438,0.001074947,1
Dusp16,484.0808344,-0.938332039,0.128967088,-7.27574806,3.45E-13,1.57E-12,1
Dusp15,5.182752746,2.034456291,1.060810917,1.917831216,0.055132416,0.093359832,1
Dusp14,15.35157152,1.854234427,0.593006529,3.126836444,0.001766982,0.003819026,1
Dusp13,1.722857791,4.593775686,2.392184464,1.920326695,0.054816646,0.09285291,1
Dusp12,433.2153999,1.621417748,0.139038256,11.66166631,2.00E-31,2.28E-30,1
Dusp11,1343.941398,-0.617495362,0.102845509,-6.004106254,1.92E-09,6.93E-09,1
Dusp10,38.56725183,0.475851538,0.377741122,1.259729245,0.207767052,0.30090584,1
Dusp1,11527.06084,0.498602607,0.121735302,4.095793071,4.21E-05,0.000107451,1
Dus4l,78.16705634,0.518843233,0.2705871,1.917472167,0.055177974,0.093409017,1
Dus3l,591.9884176,0.281540241,0.128951617,2.183301364,0.029013624,0.051907044,1
Dus2,131.8473581,0.42701002,0.226289394,1.887008543,0.059159177,0.099345971,1
Dus1l,346.6592285,0.615980262,0.146597568,4.201845027,2.65E-05,6.89E-05,1
Dupd1,9.136914197,2.451966524,0.816851924,3.00172706,0.002684528,0.005675027,1
Duoxa1,39.22585342,0.924193375,0.399069706,2.315869538,0.020565393,0.037850047,1
Duox2,0.55563749,3.011991367,3.523498934,0.854829652,0.39264546,0.509994345,1
Dtymk,442.4828589,1.429523983,0.130586888,10.94691822,6.87E-28,6.63E-27,1
Dtx4,3344.299321,-1.134704453,0.105557987,-10.74958405,5.95E-27,5.44E-26,1
Dtx3l,466.5017265,-0.993241321,0.136542619,-7.274221976,3.48E-13,1.59E-12,1
Dtx3,365.4577807,-0.574824976,0.153474303,-3.74541514,0.000180096,0.000434174,1
Dtx2,392.5347316,0.442450822,0.163061719,2.71339481,0.006659771,0.013342341,1
Dtx1,20.655356,0.544390342,0.505731457,1.076441526,0.281729839,0.389383264,1
Dtwd2,54.82707878,0.499687318,0.321138905,1.555984998,0.11971166,0.186541785,1
Dtwd1,177.2279323,1.162424479,0.227191404,5.116498499,3.11E-07,9.53E-07,1
Dtnbp1,610.7738903,0.932530692,0.116456335,8.007556547,1.17E-15,6.13E-15,1
Dtnb,64.42425406,0.421096242,0.325801417,1.292493589,0.196186265,0.28618507,1
Dtna,37.00463528,-0.137215277,0.375563595,-0.365358301,0.714843964,0.795359399,1
Dtl,14.6055375,-1.345347187,0.671445853,-2.003657006,0.045106815,0.077866723,1
Dthd1,1.104471837,-1.944316539,2.215145054,-0.877737797,0.380086028,0.49741209,1
Dtd2,130.9669539,0.7972946,0.213633013,3.732075817,0.000189908,0.000457024,1
Dtd1,156.386004,1.399954624,0.201195784,6.958170774,3.45E-12,1.48E-11,1
Dstyk,496.5802913,-1.182260114,0.133103318,-8.882273803,6.55E-19,4.07E-18,1
Dstn,3505.620453,0.594574268,0.106622645,5.576435155,2.45E-08,8.14E-08,1
Dst,2810.946542,-2.560668658,0.097159276,-26.35536993,4.45E-153,4.20E-150,1
Dsp,42.85521778,-2.132533001,0.410779873,-5.191425235,2.09E-07,6.48E-07,1
Dsn1,90.51392177,-0.149797341,0.285432485,-0.524808312,0.599716452,0.706545499,1
Dsg2,19.92480984,0.618757175,0.52260751,1.183980642,0.236420726,0.33643268,1
Dsel,150.8974788,-0.845777182,0.20132741,-4.201003635,2.66E-05,6.92E-05,1
Dse,508.7636821,-1.041767909,0.127317795,-8.182421886,2.78E-16,1.52E-15,1
Dscr3,938.0546206,0.84959248,0.10961962,7.750368777,9.16E-15,4.59E-14,1
Dscc1,14.45811489,0.813237452,0.612782672,1.327122141,0.184468282,0.271542304,1
Dscaml1,4.239556602,-1.047494809,1.189009435,-0.880981073,0.378328064,0.495506432,1
Dscam,0.387699459,-1.708148011,3.693422408,-0.462483795,0.643734421,0.746281635,1
Dsc3,1.119911566,1.778608159,2.541551789,0.699811889,0.484044789,0.601370726,1
Dsc2,0.2568343,-1.114697289,4.036734234,-0.276138389,0.782441776,0.850661075,1
Drp2,4.27820359,-0.697606013,1.136600206,-0.613765517,0.539370287,0.653132582,1
Drosha,365.5284965,-0.901137,0.145653572,-6.186851367,6.14E-10,2.28E-09,1
Drg2,580.1481258,0.591074928,0.123767523,4.775686811,1.79E-06,5.15E-06,1
Drg1,1126.551627,1.172699026,0.10713169,10.94633177,6.92E-28,6.66E-27,1
Drd1,2.595043518,0.043058668,1.343437656,0.03205111,0.974431292,0.981661727,1
Drc7,87.10081117,0.625125072,0.280090574,2.231867581,0.025623716,0.046266633,1
Drc1,14.95573649,2.131873565,0.627296694,3.398509168,0.000677542,0.001537447,1
Draxin,0.780294939,-2.716577204,2.847827662,-0.953912078,0.340128149,0.454226851,1
Drap1,1772.918798,1.678313033,0.098716372,17.00136454,8.02E-65,3.45E-63,1
Dram2,3988.963921,1.64539117,0.131427527,12.51938013,5.85E-36,8.14E-35,1
Dram1,94.23889838,-0.455132905,0.253418897,-1.795970662,0.072499183,0.119512738,1
Dr1,813.9810524,-0.360976796,0.111153241,-3.247559783,0.001163992,0.002575503,1
Dqx1,24.4759318,-1.036405978,0.476513582,-2.174976783,0.029631856,0.05290156,1
Dpysl5,17.42520395,0.897638225,0.558967654,1.605885811,0.108299002,0.170622202,1
Dpysl4,1.710714804,0.786951835,2.003740063,0.392741479,0.694510432,0.777681218,1
Dpysl3,40.41720487,-0.579932997,0.377817004,-1.534957377,0.124794298,0.193366205,1
Dpysl2,780.5419706,-0.960240621,0.117639999,-8.162535073,3.28E-16,1.78E-15,1
Dpys,2.280977642,5.026404516,1.984011396,2.533455467,0.011294409,0.021826169,1
Dpyd,17.81716629,1.069570753,0.528754122,2.022813079,0.043092423,0.074685611,1
Dpy30,491.3028767,1.784748326,0.144415392,12.35843563,4.39E-35,5.83E-34,1
Dpy19l4,722.613024,-1.11215509,0.115815254,-9.602837727,7.78E-22,5.64E-21,1
Dpy19l3,356.0237781,-0.863224973,0.143510292,-6.015073646,1.80E-09,6.48E-09,1
Dpy19l2,2.971493565,0.91523519,1.373533132,0.66633645,0.505196073,0.619664827,1
Dpy19l1,1112.457115,-0.798914199,0.100752095,-7.929504559,2.20E-15,1.14E-14,1
Dpt,0.935276796,2.574639187,2.50623344,1.027294244,0.304281932,0.415110021,1
Dppa5a,2.827581227,2.653742066,1.478055448,1.795427952,0.072585542,0.119600817,1
Dppa3,0.13086516,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dpp9,426.9933164,-1.272269685,0.147217027,-8.642136813,5.52E-18,3.27E-17,1
Dpp8,1253.459648,-1.202079226,0.103405881,-11.62486321,3.08E-31,3.46E-30,1
Dpp7,744.3281897,0.968873805,0.118471484,8.178118249,2.88E-16,1.57E-15,1
Dpp6,2.054936763,0.367230589,1.591343714,0.230767612,0.817495344,0.874430448,1
Dpp4,84.65174209,-1.024349538,0.2765942,-3.703438239,0.000212697,0.000509195,1
Dpp3,973.5529581,0.548838632,0.115812778,4.739016214,2.15E-06,6.14E-06,1
Dpm3,668.5658452,2.547881412,0.121256883,21.01226223,5.07E-98,1.00E-95,1
Dpm2,446.1586222,1.246089515,0.137792312,9.04324413,1.52E-19,9.78E-19,1
Dpm1.adnp,1341.766903,-0.500116281,0.137061819,-3.64883732,0.00026343,0.000624831,1
Dpm1,462.2360461,2.82707051,0.149178809,18.95088537,4.34E-80,3.56E-78,1
Dph7,170.6098323,0.854741386,0.191346265,4.46698756,7.93E-06,2.17E-05,1
Dph6,101.5927779,0.258133817,0.237313015,1.087735608,0.276711843,0.383854561,1
Dph5,142.8270009,1.102266082,0.210593541,5.23409255,1.66E-07,5.18E-07,1
Dph3,476.9370948,1.294760603,0.136954176,9.453969518,3.26E-21,2.29E-20,1
Dph2,125.4054751,0.652520475,0.219020425,2.979267683,0.002889382,0.006079309,1
Dph1,403.583489,0.860086661,0.149481018,5.753818592,8.72E-09,3.00E-08,1
Dpf3,3.001885107,0.980267751,1.286987897,0.761675967,0.446253423,0.564208212,1
Dpf2,979.0317923,-0.193049913,0.109792767,-1.758311766,0.078694477,0.128526991,1
Dpf1,2.894137766,1.833871772,1.378802198,1.330047033,0.183502775,0.270496448,1
Dpep3,0.124944764,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Dpep2,45.3298484,0.861751437,0.385533625,2.235217324,0.025403085,0.045907332,1
Dpep1,1.394428202,-3.557807962,2.168845461,-1.640415616,0.100918781,0.160139563,1
Dpcd,305.3103107,1.868202973,0.151495216,12.3317622,6.11E-35,8.07E-34,1
Dpagt1,544.1313284,-0.259730631,0.121224196,-2.142564278,0.032148102,0.057039774,1
Dot1l,288.5831895,-2.408004815,0.168819378,-14.26379394,3.68E-46,7.73E-45,1
Dos,38.3505255,-0.981423536,0.430768558,-2.278308195,0.022708222,0.041461133,1
Dopey2,548.7513838,-1.150923826,0.141744992,-8.119678955,4.67E-16,2.51E-15,1
Dopey1,351.3043821,-1.335865748,0.152420416,-8.7643492,1.88E-18,1.14E-17,1
Donson,268.61922,-0.24667819,0.159979039,-1.541940695,0.123088006,0.191222108,1
