"","X","norm_foldChange","pvalue.adj.FDR","log2foldchange"
"336","BC051226",0.237948717948718,0.00511648910144013,-2.0712774135094
"337","5031439G07Rik",0.62992125984252,0.00512205380904582,-0.666756591884803
"338","Calhm2",0.430282485875706,0.00529141837601804,-1.21664397654978
"339","Txnrd1",2.10798679867987,0.0053670470314613,1.07586583208959
"340","Btg1",1.3578835978836,0.0053670470314613,0.441359812459125
"341","Tnip1",2.33447619047619,0.00544869085739638,1.22309887448411
"342","C5ar1",1.84159544159544,0.00548513158219618,0.88095616755987
"343","Gm4070",0.311534391534392,0.00550794880066493,-1.68253665793878
"344","Pgk1",0.748197767145136,0.00567779848477345,-0.418508434442951
"345","Fos",0.550092155540571,0.00589725805386175,-0.862254764969763
"346","Naga",1.83063063063063,0.00598831800477737,0.872340725534697
"347","Tmem131l",1.91466666666667,0.00610235364247627,0.937093248439811
"348","Abr",0.579878787878788,0.00622131456294424,-0.786176729822435
"349","Clta",0.756409055425449,0.00626717587862406,-0.402761460130639
"350","Anxa5",0.692042209807573,0.00641440028211112,-0.531068059882429
"351","Lmo4",1.28358543417367,0.00645641343422623,0.360179323460433
"352","Anapc13",0.629977628635347,0.00653277044911367,-0.666627497433382
"353","Plaat3",0.333150684931507,0.00658810189266293,-1.58575323521116
"354","Hist2h2ac",0.344086021505376,0.0068044781455057,-1.53915881110803
"355","Cd300lf",1.57234567901235,0.00704536645350973,0.652918427884303
"356","Ms4a4b",0.392727272727273,0.00708230952156262,-1.34840030624855
"357","Birc3",1.60494481236203,0.00722175155835943,0.682523689683721
"358","Arf3",0.554176245210728,0.00722175155835943,-0.851583223929422
"359","1600014C10Rik",0.50712380952381,0.00724430996561187,-0.979590084187116
"360","F630028O10Rik",0.518518518518518,0.00735418807064635,-0.947532580105866
"361","Parp8",0.48551724137931,0.00752897697327342,-1.042405566265
"362","Cd300lb",0.455757575757576,0.00753864823099876,-1.13366145745554
"363","Spred1",2.17162393162393,0.00765162473350647,1.11877428778483
"364","AI839979",0.417588652482269,0.00770523666458739,-1.25984558611651
"365","Psma7",0.744654088050314,0.00782515319624773,-0.425357684542769
"366","Gm5150",0.503804143126177,0.00789733308539204,-0.989065108497995
"367","Actb",0.776604819526321,0.0079335113517686,-0.364747434402306
"368","Rgs14",0.479492063492064,0.00813918860620705,-1.06042115880016
"369","Aldoa",0.764554865424431,0.00815772951891619,-0.387308059965015
"370","Enoph1",0.344327485380117,0.00815772951891619,-1.53814674860361
"371","Arhgdib",0.759334480780264,0.00818173881708089,-0.397192573585475
"372","H2afz",0.673070950468541,0.00820399352158808,-0.571169503136631
"373","Zeb2",0.739419457735247,0.00834877971330876,-0.435535086513959
"374","Ugcg",1.99859649122807,0.00838741920943619,0.998987227026931
"375","Tbkbp1",0.346666666666667,0.0084773984591895,-1.52837897235479
"376","Dtx3l",0.520385356454721,0.0084773984591895,-0.942347729425419
"377","Ebi3",2.11649122807018,0.00867607765718712,1.0816745093292
"378","Fxyd5",0.834429093218993,0.00873455742926493,-0.261138635122868
"379","Tnip3",4.08888888888889,0.00880510836178216,2.03170885972734
"380","Pex6",0.272340425531915,0.00886555464882022,-1.876516946565
"381","Hnrnpdl",1.59238095238095,0.0091325355164457,0.671185519527396
"382","Ly6a",0.320312805474096,0.00919119336995819,-1.64244661952005
"383","Pomp",0.749090909090909,0.00983626207402919,-0.416787281228804
"384","Oas1g",0.321545893719807,0.0100912490971836,-1.63690342913296
"385","Cotl1",0.740659157279933,0.0101696351591816,-0.433118311100255
"386","Selenow",0.736362053959965,0.0103623024688297,-0.441512810913147
"387","Ifit3b",0.0406349206349206,0.0107310357250049,-4.62113611327464
"388","Ppp2r5a",0.713662182361734,0.010843009612266,-0.486686770160948
"389","Micos10",0.696546184738956,0.010843009612266,-0.521709080488934
"390","Ak2",1.57066666666667,0.0110130490973611,0.651377038447221
"391","Rab10",1.43719298245614,0.0110183039563907,0.523253796060533
"392","Trim34a",0.142222222222222,0.0111412793963609,-2.81378119121704
"393","Sgms1",1.70975845410628,0.0112592428077027,0.773792522960657
